"","date_t","producto","variable"
"280",2000-02-01,"Legumbres_rp",0.999070667916236
"281",2000-02-01,"Carnes_Preparadas_rp",1.02990890862519
"282",2000-02-01,"Cerdo_rp",1.07866673934528
"283",2000-02-01,"pollo_y_huevo_rp",1.09911952521069
"284",2000-02-01,"Salsas_Condimentos_y_Sopas_rp",1.10334484278873
"285",2000-02-01,"Bebidas_No_Alcoholicas_rp",1.14718725405623
"286",2000-03-01,"Frutas_rp",0.512308671386344
"287",2000-03-01,"Hortalizas_rp",0.526292567514423
"288",2000-03-01,"Azucar_y_Panela_rp",0.760741153440764
"289",2000-03-01,"Tuberculos_sin_papa_rp",0.800987564516253
"290",2000-03-01,"Chocolate_y_Cafe_rp",0.804744599007226
"291",2000-03-01,"Pescados_y_Mariscos_rp",0.824387373141491
"292",2000-03-01,"Res_rp",0.832490566369974
"293",2000-03-01,"Cereales_sin_Arroz_rp",0.858893554172058
"294",2000-03-01,"Lacteos_rp",0.87760872260934
"295",2000-03-01,"Aceites_y_Grasas_rp",0.882172427292241
"296",2000-03-01,"Frituras_Helados_y_Dulces_rp",0.919917385787972
"297",2000-03-01,"Papa_rp",0.920178445397452
"298",2000-03-01,"Arroz_rp",0.94025392388403
"299",2000-03-01,"Legumbres_rp",0.995070833985096
"300",2000-03-01,"Carnes_Preparadas_rp",1.02059155174008
"301",2000-03-01,"Cerdo_rp",1.0591881264514
"302",2000-03-01,"Salsas_Condimentos_y_Sopas_rp",1.08490907119009
"303",2000-03-01,"pollo_y_huevo_rp",1.09348387629973
"304",2000-03-01,"Bebidas_No_Alcoholicas_rp",1.13817877573313
"305",2000-04-01,"Hortalizas_rp",0.501366065998481
"306",2000-04-01,"Frutas_rp",0.505029286848124
"307",2000-04-01,"Azucar_y_Panela_rp",0.767004361168196
"308",2000-04-01,"Chocolate_y_Cafe_rp",0.795562124439066
"309",2000-04-01,"Tuberculos_sin_papa_rp",0.809956295489854
"310",2000-04-01,"Res_rp",0.82608365507334
"311",2000-04-01,"Pescados_y_Mariscos_rp",0.829697497678713
"312",2000-04-01,"Cereales_sin_Arroz_rp",0.859161458778159
"313",2000-04-01,"Aceites_y_Grasas_rp",0.863017643816364
"314",2000-04-01,"Lacteos_rp",0.882801020779238
"315",2000-04-01,"Frituras_Helados_y_Dulces_rp",0.918214061624137
"316",2000-04-01,"Arroz_rp",0.930540426450789
"317",2000-04-01,"Legumbres_rp",0.940219452067614
"318",2000-04-01,"Carnes_Preparadas_rp",1.01602639730434
"319",2000-04-01,"Cerdo_rp",1.0625483219482
"320",2000-04-01,"Papa_rp",1.08085465490424
"321",2000-04-01,"Salsas_Condimentos_y_Sopas_rp",1.08965003596377
"322",2000-04-01,"pollo_y_huevo_rp",1.09533557848787
"323",2000-04-01,"Bebidas_No_Alcoholicas_rp",1.14146119318581
"324",2000-05-01,"Frutas_rp",0.501375218129227
"325",2000-05-01,"Hortalizas_rp",0.502564150744914
"326",2000-05-01,"Azucar_y_Panela_rp",0.761292403442827
"327",2000-05-01,"Chocolate_y_Cafe_rp",0.809513945908184
"328",2000-05-01,"Res_rp",0.826699552832433
"329",2000-05-01,"Pescados_y_Mariscos_rp",0.838396725333793
"330",2000-05-01,"Tuberculos_sin_papa_rp",0.842495526706563
"331",2000-05-01,"Aceites_y_Grasas_rp",0.857359221657219
"332",2000-05-01,"Cereales_sin_Arroz_rp",0.858903484918697
"333",2000-05-01,"Lacteos_rp",0.885723474983084
"334",2000-05-01,"Legumbres_rp",0.909163933288352
"335",2000-05-01,"Frituras_Helados_y_Dulces_rp",0.916683885032567
"336",2000-05-01,"Arroz_rp",0.922745184525164
"337",2000-05-01,"Papa_rp",0.969114183883913
"338",2000-05-01,"Carnes_Preparadas_rp",1.0097607250518
"339",2000-05-01,"Cerdo_rp",1.06597992177427
"340",2000-05-01,"Salsas_Condimentos_y_Sopas_rp",1.09093556132473
"341",2000-05-01,"pollo_y_huevo_rp",1.09947555962202
"342",2000-05-01,"Bebidas_No_Alcoholicas_rp",1.13636672013585
"343",2000-06-01,"Hortalizas_rp",0.496992169952629
"344",2000-06-01,"Frutas_rp",0.506861238313797
"345",2000-06-01,"Azucar_y_Panela_rp",0.774354903910974
"346",2000-06-01,"Res_rp",0.823229121008376
"347",2000-06-01,"Legumbres_rp",0.834660602080305
"348",2000-06-01,"Pescados_y_Mariscos_rp",0.835110862046254
"349",2000-06-01,"Chocolate_y_Cafe_rp",0.83664253453804
"350",2000-06-01,"Tuberculos_sin_papa_rp",0.852950529866387
"351",2000-06-01,"Aceites_y_Grasas_rp",0.853804236365931
"352",2000-06-01,"Cereales_sin_Arroz_rp",0.860320345164923
"353",2000-06-01,"Lacteos_rp",0.890825570467276
"354",2000-06-01,"Papa_rp",0.908716197195568
"355",2000-06-01,"Arroz_rp",0.918610440125986
"356",2000-06-01,"Frituras_Helados_y_Dulces_rp",0.93562896474404
"357",2000-06-01,"Carnes_Preparadas_rp",1.00616288416181
"358",2000-06-01,"Cerdo_rp",1.06760625937697
"359",2000-06-01,"Salsas_Condimentos_y_Sopas_rp",1.09884070350418
"360",2000-06-01,"pollo_y_huevo_rp",1.11771614519165
"361",2000-06-01,"Bebidas_No_Alcoholicas_rp",1.13360215138997
"362",2000-07-01,"Frutas_rp",0.505076711918001
"363",2000-07-01,"Hortalizas_rp",0.518840525270914
"364",2000-07-01,"Papa_rp",0.788301816472004
"365",2000-07-01,"Azucar_y_Panela_rp",0.795384950744408
"366",2000-07-01,"Pescados_y_Mariscos_rp",0.822977653298335
"367",2000-07-01,"Res_rp",0.828039803778121
"368",2000-07-01,"Chocolate_y_Cafe_rp",0.830467258171585
"369",2000-07-01,"Aceites_y_Grasas_rp",0.853292545127311
"370",2000-07-01,"Tuberculos_sin_papa_rp",0.856213249179973
"371",2000-07-01,"Cereales_sin_Arroz_rp",0.862136290691989
"372",2000-07-01,"Legumbres_rp",0.893567468854843
"373",2000-07-01,"Lacteos_rp",0.894694632230351
